,ID,Year_Birth,Age,Age_category,Education,Marital_Status,Income,Income_category,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalMnt,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,TotalAcceptedCmp,campaignAccept,Complain,Response
997,11188,1957,57,5. Elderly,2. Graduation,1. Married,26091.0,1. Lower,1,1,2014-02-25,84,15,10,19,8,17,20,89,3,2,1,3,5,0,0,0,0,0,0,Not Accept,0,0
998,1212,1973,41,4. Adult,2. Graduation,1. Married,52845.0,3. Upper-Middle,1,0,2013-08-13,7,384,25,292,130,41,64,936,3,8,8,6,6,1,0,0,0,0,1,Accept,0,0
999,9097,1956,58,5. Elderly,2. Graduation,3. Divorced,46086.0,2. Lower-Middle,0,1,2013-11-03,34,244,8,32,7,2,50,343,4,3,1,8,4,0,0,0,0,0,0,Not Accept,0,0
1000,10473,1956,58,5. Elderly,4. PhD,4. Widow,78028.0,4. Upper,0,1,2012-09-10,38,158,19,288,25,0,38,528,1,6,4,9,7,0,1,1,0,0,3,Accept,0,1
1001,7962,1987,27,4. Adult,4. PhD,2. Single,95169.0,4. Upper,0,0,2013-10-09,1,1285,21,449,106,20,20,1901,1,4,3,4,1,0,0,1,1,0,3,Accept,0,1
1002,9984,1981,33,4. Adult,3. Master,1. Married,56337.0,3. Upper-Middle,1,1,2013-03-27,25,349,16,144,28,5,182,724,5,8,5,4,8,1,0,0,1,0,3,Accept,0,1
1003,5527,1987,27,4. Adult,2. Graduation,1. Married,22434.0,1. Lower,1,0,2013-02-13,25,4,12,11,3,13,15,58,2,2,0,3,8,0,0,0,0,0,0,Not Accept,0,0
1004,6374,1954,60,5. Elderly,4. PhD,1. Married,36930.0,2. Lower-Middle,0,1,2013-05-17,50,223,2,31,0,2,39,297,5,5,2,4,8,0,0,0,0,0,0,Not Accept,0,0
1005,7453,1954,60,5. Elderly,2. Graduation,2. Single,36130.0,2. Lower-Middle,0,1,2013-02-02,46,157,43,127,68,56,37,488,6,3,8,4,4,1,0,0,0,0,2,Accept,0,1
1006,8952,1953,61,5. Elderly,3. Master,1. Married,65569.0,3. Upper-Middle,0,1,2012-11-05,96,397,46,288,20,38,70,859,2,6,5,10,3,0,0,0,0,0,0,Not Accept,0,0
1007,241,1952,62,5. Elderly,2. Graduation,1. Married,83844.0,4. Upper,0,0,2013-05-12,57,901,31,345,75,31,191,1574,1,4,4,11,1,0,0,1,0,0,1,Accept,0,0
1008,8975,1968,46,5. Elderly,2. Graduation,1. Married,19514.0,1. Lower,1,1,2014-01-26,47,14,3,21,2,1,28,69,4,3,1,2,8,1,0,0,0,0,1,Accept,0,0
1009,6119,1963,51,5. Elderly,4. PhD,2. Single,36736.0,2. Lower-Middle,1,1,2013-05-10,52,10,0,3,0,0,4,17,1,1,0,2,6,0,0,0,0,0,0,Not Accept,0,0
1010,5236,1979,35,4. Adult,2. Graduation,1. Married,77568.0,4. Upper,0,1,2012-08-25,30,1230,0,396,232,178,158,2194,1,10,2,8,5,0,1,1,1,0,3,Accept,0,0
1011,5723,1976,38,4. Adult,4. PhD,1. Married,49187.0,2. Lower-Middle,0,1,2014-01-11,63,81,1,31,2,1,0,116,1,1,1,5,2,0,0,0,0,0,0,Not Accept,0,0
1012,1710,1978,36,4. Adult,2. Graduation,2. Single,30168.0,1. Lower,1,0,2013-03-07,51,154,20,66,0,12,27,279,7,6,1,4,9,0,0,0,0,0,0,Not Accept,0,0
1013,1970,1968,46,5. Elderly,3. Master,1. Married,34053.0,1. Lower,0,1,2012-09-10,14,63,0,21,7,0,12,103,1,3,0,3,8,0,0,0,0,0,0,Not Accept,0,0
1014,5313,1971,43,4. Adult,3. Master,1. Married,38196.0,2. Lower-Middle,1,1,2014-04-18,20,30,0,11,0,0,3,44,3,2,0,4,5,0,0,0,0,0,0,Not Accept,0,0
1015,10634,1951,63,5. Elderly,3. Master,1. Married,59412.0,3. Upper-Middle,0,0,2014-04-19,56,90,67,165,30,43,11,406,1,4,2,8,3,0,0,0,0,0,0,Not Accept,0,0
1016,7010,1965,49,5. Elderly,3. Master,1. Married,70924.0,4. Upper,0,0,2014-04-07,41,635,114,254,132,152,76,1363,1,6,6,7,3,0,0,1,0,0,1,Accept,0,0
1017,8562,1969,45,4. Adult,2. Graduation,1. Married,54165.0,3. Upper-Middle,0,0,2013-05-28,72,127,4,73,15,6,11,236,1,2,1,7,2,0,0,0,0,0,0,Not Accept,0,0
1018,3158,1973,41,4. Adult,2. Graduation,1. Married,32300.0,1. Lower,1,0,2013-01-03,1,13,3,6,6,5,6,39,1,1,0,3,8,0,0,0,0,0,0,Not Accept,0,0
1019,4436,1976,38,4. Adult,2. Graduation,2. Single,20180.0,1. Lower,0,0,2013-02-20,27,18,42,24,15,20,18,137,1,2,1,4,7,0,0,0,0,0,0,Not Accept,0,0
1020,5287,1973,41,4. Adult,2. Graduation,1. Married,34961.0,1. Lower,1,0,2014-06-19,77,45,2,26,4,1,1,79,3,3,1,3,7,0,0,0,0,0,0,Not Accept,0,0
1021,2445,1974,40,4. Adult,4. PhD,1. Married,28440.0,1. Lower,1,0,2013-07-07,87,38,1,24,0,0,0,63,1,2,0,3,8,0,0,0,0,0,0,Not Accept,0,0
1022,6059,1953,61,5. Elderly,4. PhD,1. Married,64504.0,3. Upper-Middle,1,2,2013-03-04,81,986,36,168,16,0,108,1314,7,11,3,4,7,0,0,0,0,0,1,Accept,0,1
1023,4550,1966,48,5. Elderly,3. Master,1. Married,33564.0,1. Lower,0,1,2014-06-24,51,61,0,3,0,0,7,71,1,1,1,3,5,0,0,0,0,0,0,Not Accept,0,0
1024,4240,1978,36,4. Adult,2. Graduation,1. Married,17345.0,1. Lower,1,0,2012-11-03,79,4,9,16,17,0,12,58,2,2,1,2,8,0,0,0,0,0,0,Not Accept,0,0
1025,8911,1967,47,5. Elderly,4. PhD,1. Married,56320.0,3. Upper-Middle,0,1,2013-04-08,11,201,53,172,116,77,83,702,3,5,4,9,4,0,0,0,0,0,0,Not Accept,0,0
1026,3706,1978,36,4. Adult,2. Graduation,2. Single,28647.0,1. Lower,1,0,2013-08-21,54,19,8,29,0,12,26,94,1,2,2,2,7,1,0,0,0,0,2,Accept,0,1
1027,3628,1987,27,4. Adult,1. Basic,2. Single,15038.0,1. Lower,1,0,2013-01-29,93,4,8,11,19,12,26,80,2,2,1,2,9,0,0,0,0,0,0,Not Accept,0,0
1028,10175,1958,56,5. Elderly,4. PhD,3. Divorced,32173.0,1. Lower,0,1,2013-08-01,0,18,0,2,0,0,2,22,1,1,0,3,4,0,0,0,0,0,0,Not Accept,0,0
1029,8985,1964,50,5. Elderly,3. Master,1. Married,68316.0,3. Upper-Middle,0,1,2012-11-04,54,806,80,161,120,11,33,1211,5,10,7,10,6,0,0,0,0,0,0,Not Accept,0,0
1030,5204,1971,43,4. Adult,2. Graduation,1. Married,74538.0,4. Upper,0,0,2013-06-29,21,380,98,733,110,112,28,1461,1,8,8,5,3,0,0,1,0,0,2,Accept,0,1
1031,9220,1971,43,4. Adult,2. Graduation,2. Single,91700.0,4. Upper,0,0,2013-01-17,58,576,172,961,125,115,19,1968,1,8,6,5,3,0,0,0,0,0,1,Accept,0,1
1032,9888,1969,45,4. Adult,2. Graduation,1. Married,68695.0,4. Upper,0,0,2014-06-25,3,458,81,356,106,50,40,1091,1,4,4,7,2,0,0,0,0,0,0,Not Accept,0,0
1033,5263,1977,37,4. Adult,3. Master,1. Married,31056.0,1. Lower,1,0,2013-01-22,99,5,10,13,3,8,16,55,1,1,0,3,8,0,0,0,0,0,0,Not Accept,0,0
1034,1020,1973,41,4. Adult,2. Graduation,1. Married,79593.0,4. Upper,0,0,2014-05-12,70,350,60,568,110,133,145,1366,1,5,6,7,2,0,0,1,0,0,1,Accept,0,0
1035,9503,1980,34,4. Adult,2. Graduation,2. Single,28071.0,1. Lower,0,0,2012-08-29,65,39,33,130,41,26,44,313,2,5,1,5,8,0,0,0,0,0,0,Not Accept,0,0
1036,10613,1958,56,5. Elderly,4. PhD,1. Married,37334.0,2. Lower-Middle,1,1,2014-02-26,44,26,1,16,2,2,15,62,4,3,0,4,4,0,0,0,0,0,0,Not Accept,0,0
1037,67,1972,42,4. Adult,3. Master,2. Single,46423.0,2. Lower-Middle,1,1,2013-09-18,6,68,0,16,0,0,8,92,3,2,0,4,7,0,0,0,0,0,0,Not Accept,0,0
1038,6019,1971,43,4. Adult,4. PhD,1. Married,37126.0,2. Lower-Middle,1,0,2014-03-30,9,45,3,9,4,4,7,72,1,1,2,2,6,1,0,0,0,0,2,Accept,0,1
1039,5863,1953,61,5. Elderly,2. Graduation,1. Married,47703.0,2. Lower-Middle,0,1,2013-05-29,95,359,0,134,13,26,123,655,4,6,3,8,5,0,0,0,0,0,0,Not Accept,0,0
1040,3717,1959,55,5. Elderly,2. Graduation,1. Married,61180.0,3. Upper-Middle,0,1,2014-04-23,70,403,24,29,6,24,218,704,2,5,5,6,3,1,0,0,0,0,1,Accept,0,0
1041,6730,1954,60,5. Elderly,2. Graduation,1. Married,38998.0,2. Lower-Middle,1,1,2012-11-03,92,34,1,14,0,0,5,54,3,2,0,3,8,0,0,0,0,0,0,Not Accept,1,0
1042,10749,1991,23,3. Teenage,2. Graduation,2. Single,8028.0,1. Lower,0,0,2012-09-18,62,73,18,66,7,12,2,178,15,0,1,0,19,0,0,0,0,0,0,Not Accept,0,0
1043,4998,1962,52,5. Elderly,2. Graduation,1. Married,76081.0,4. Upper,0,0,2014-05-23,85,292,30,415,63,33,200,1033,1,4,5,4,2,0,0,0,1,0,1,Accept,0,0
1044,6287,1986,28,4. Adult,2. Graduation,1. Married,34728.0,1. Lower,1,0,2013-07-30,2,14,0,16,0,0,6,36,1,1,1,2,6,0,0,0,0,0,1,Accept,0,1
1045,5985,1965,49,5. Elderly,3. Master,2. Single,33168.0,1. Lower,0,1,2012-10-13,0,80,1,37,0,1,3,122,3,2,1,4,7,0,0,0,0,0,0,Not Accept,0,0
1046,4754,1966,48,5. Elderly,3. Master,1. Married,33585.0,1. Lower,0,1,2013-09-25,91,30,11,33,13,6,29,122,1,2,0,4,4,0,0,0,0,0,0,Not Accept,0,0
1047,4002,1960,54,5. Elderly,4. PhD,1. Married,77037.0,4. Upper,0,1,2013-10-13,3,463,96,333,168,53,10,1123,1,7,7,12,3,0,0,0,0,0,0,Not Accept,0,0
1048,8870,1984,30,4. Adult,2. Graduation,1. Married,35196.0,1. Lower,1,0,2012-11-13,68,75,12,141,43,39,187,497,6,6,1,5,8,0,0,0,0,0,1,Accept,0,1
1049,966,1966,48,5. Elderly,2. Graduation,1. Married,44529.0,2. Lower-Middle,0,1,2013-07-05,98,538,13,91,17,6,26,691,6,6,2,11,5,0,1,0,0,0,1,Accept,0,0
1050,4767,1965,49,5. Elderly,3. Master,1. Married,70924.0,4. Upper,0,0,2014-04-07,41,635,114,254,132,152,76,1363,1,6,6,7,3,0,0,1,0,0,1,Accept,0,0
1051,9725,1966,48,5. Elderly,4. PhD,1. Married,28764.0,1. Lower,1,1,2014-06-05,16,8,0,3,0,0,1,12,1,1,0,2,8,1,0,0,0,0,1,Accept,0,0
1052,4475,1949,65,5. Elderly,4. PhD,1. Married,69098.0,4. Upper,0,0,2013-02-16,82,1315,22,780,145,0,178,2440,1,7,8,9,5,0,0,0,0,0,0,Not Accept,0,0
1053,5740,1970,44,4. Adult,3. Master,3. Divorced,25959.0,1. Lower,1,1,2013-02-14,1,4,2,12,7,5,26,56,2,1,2,2,6,0,0,0,0,0,1,Accept,0,1
1054,5731,1983,31,4. Adult,3. Master,1. Married,27100.0,1. Lower,1,0,2013-04-05,64,12,0,13,2,0,10,37,1,1,0,3,7,0,0,0,0,0,0,Not Accept,0,0
1055,7290,1985,29,4. Adult,2. Graduation,2. Single,70596.0,4. Upper,0,0,2012-10-05,68,347,44,534,17,0,26,968,1,3,5,12,2,0,0,0,0,0,0,Not Accept,0,0
1056,3846,1974,40,4. Adult,2. Graduation,1. Married,42557.0,2. Lower-Middle,0,1,2012-08-29,98,192,5,53,0,5,15,270,4,6,1,4,8,0,0,0,0,0,0,Not Accept,0,0
1057,8104,1951,63,5. Elderly,4. PhD,1. Married,53312.0,3. Upper-Middle,0,0,2013-08-09,32,241,0,12,0,0,25,278,1,5,1,5,7,0,0,0,0,0,0,Not Accept,0,0
1058,4507,1952,62,5. Elderly,2. Graduation,2. Single,72228.0,4. Upper,0,0,2012-11-27,87,631,28,491,30,14,56,1250,1,6,7,8,3,0,0,0,0,0,0,Not Accept,0,0
1059,11013,1987,27,4. Adult,2. Graduation,1. Married,67605.0,3. Upper-Middle,0,0,2013-03-31,84,336,28,282,184,54,54,938,1,2,8,6,1,0,0,0,0,0,0,Not Accept,0,0
1060,4491,1949,65,5. Elderly,3. Master,1. Married,62845.0,3. Upper-Middle,1,1,2012-10-01,3,1099,0,45,0,0,34,1178,11,3,4,10,8,0,1,0,0,0,1,Accept,0,0
1061,3759,1958,56,5. Elderly,2. Graduation,1. Married,65196.0,3. Upper-Middle,0,2,2013-07-25,34,743,19,181,12,0,200,1155,2,7,6,11,5,1,0,0,0,0,1,Accept,0,0
1062,1162,1987,27,4. Adult,4. PhD,2. Single,42000.0,2. Lower-Middle,0,0,2013-01-10,23,124,83,267,85,59,35,653,2,5,2,11,5,0,0,0,0,0,1,Accept,0,1
1063,2055,1973,41,4. Adult,4. PhD,3. Divorced,35860.0,2. Lower-Middle,1,1,2014-05-19,37,15,0,8,4,2,20,49,2,1,1,2,5,1,0,0,0,0,1,Accept,0,0
1064,10766,1964,50,5. Elderly,4. PhD,1. Married,65526.0,3. Upper-Middle,0,1,2014-04-11,22,397,19,69,12,0,9,506,1,4,4,8,2,0,0,0,0,0,0,Not Accept,0,0
1065,4415,1961,53,5. Elderly,2. Graduation,1. Married,16860.0,1. Lower,1,1,2012-09-12,19,10,4,4,3,3,14,38,3,1,1,3,7,0,0,0,0,0,0,Not Accept,0,0
1066,3005,1992,22,3. Teenage,2. Graduation,2. Single,83528.0,4. Upper,0,0,2014-05-01,7,530,117,678,134,44,147,1650,1,4,10,8,1,1,0,0,1,0,3,Accept,0,1
1067,2223,1965,49,5. Elderly,3. Master,3. Divorced,64176.0,3. Upper-Middle,0,1,2012-08-03,52,1215,33,249,64,116,149,1826,8,8,9,8,6,0,0,0,0,0,0,Not Accept,0,0
1068,4817,1956,58,5. Elderly,2. Graduation,3. Divorced,22304.0,1. Lower,0,0,2012-08-04,91,3,2,7,0,4,2,18,1,1,0,2,8,0,0,0,0,0,0,Not Accept,0,0
1069,2875,1978,36,4. Adult,2. Graduation,1. Married,67023.0,3. Upper-Middle,0,0,2014-03-04,93,444,44,382,11,8,17,906,1,3,7,13,2,0,0,0,0,0,0,Not Accept,1,0
1070,10536,1971,43,4. Adult,4. PhD,1. Married,32892.0,1. Lower,1,0,2014-05-25,78,26,0,15,2,1,2,46,2,3,0,3,8,0,0,0,0,0,0,Not Accept,0,0
1071,11112,1966,48,5. Elderly,2. Graduation,1. Married,70713.0,4. Upper,0,1,2012-12-03,23,736,114,279,82,76,190,1477,6,5,6,8,3,0,0,0,0,0,0,Not Accept,0,0
1072,3807,1955,59,5. Elderly,2. Graduation,1. Married,59925.0,3. Upper-Middle,0,1,2012-11-30,83,473,21,176,19,21,56,766,3,9,2,9,6,0,0,0,0,0,0,Not Accept,0,0
1073,9197,1953,61,5. Elderly,2. Graduation,1. Married,39722.0,2. Lower-Middle,0,1,2014-02-24,92,32,0,5,2,0,8,47,2,2,0,3,5,0,0,0,0,0,0,Not Accept,0,0
1074,10832,1958,56,5. Elderly,2. Graduation,1. Married,46610.0,2. Lower-Middle,0,0,2013-07-18,4,288,10,30,4,10,125,467,1,6,1,6,6,0,0,0,0,0,0,Not Accept,0,0
1075,6421,1961,53,5. Elderly,2. Graduation,1. Married,88347.0,4. Upper,0,0,2013-07-03,32,1050,178,555,77,138,118,2116,1,4,7,9,1,0,0,0,1,0,1,Accept,0,0
1076,4207,1981,33,4. Adult,4. PhD,1. Married,87171.0,4. Upper,0,0,2013-05-01,27,1001,44,107,58,44,44,1298,1,6,7,11,2,1,0,1,0,0,2,Accept,0,0
1077,577,1976,38,4. Adult,3. Master,1. Married,26907.0,1. Lower,1,1,2013-08-20,10,9,1,7,0,3,2,22,2,1,0,3,7,0,0,0,0,0,0,Not Accept,0,0
1078,10855,1968,46,5. Elderly,3. Master,2. Single,50014.0,2. Lower-Middle,1,0,2014-01-22,9,234,14,77,19,10,42,396,2,4,1,8,5,0,0,0,0,0,0,Not Accept,0,0
1079,3081,1978,36,4. Adult,4. PhD,1. Married,41014.0,2. Lower-Middle,1,0,2013-04-22,65,7,2,6,2,0,3,20,1,1,0,2,7,0,0,0,0,0,0,Not Accept,0,0
1080,3535,1965,49,5. Elderly,2. Graduation,2. Single,66294.0,3. Upper-Middle,0,0,2014-03-17,68,251,108,334,65,92,117,967,1,4,3,5,2,0,0,0,0,0,0,Not Accept,0,0
1081,247,1971,43,4. Adult,2. Graduation,1. Married,36715.0,2. Lower-Middle,1,0,2012-11-17,16,172,10,125,21,13,16,357,6,7,2,4,9,0,0,0,0,0,1,Accept,0,1
1082,8707,1956,58,5. Elderly,2. Graduation,1. Married,79456.0,4. Upper,0,0,2012-08-22,12,565,42,548,64,83,99,1401,1,5,6,4,3,0,0,0,0,0,1,Accept,0,1
1083,9523,1982,32,4. Adult,2. Graduation,1. Married,40479.0,2. Lower-Middle,1,0,2013-08-17,95,5,0,8,2,0,0,15,1,0,0,3,4,0,0,0,0,0,0,Not Accept,0,0
1084,6072,1970,44,4. Adult,3. Master,2. Single,75345.0,4. Upper,0,0,2013-02-02,16,918,57,842,99,38,133,2087,1,5,8,6,3,0,0,0,1,0,2,Accept,0,1
1085,6295,1977,37,4. Adult,2. Graduation,1. Married,54233.0,3. Upper-Middle,0,1,2013-02-04,46,652,8,158,21,0,142,981,4,11,6,5,8,0,0,0,0,0,0,Not Accept,0,0
1086,10914,1970,44,4. Adult,2. Graduation,2. Single,24163.0,1. Lower,1,1,2013-10-12,3,4,1,7,2,1,2,17,2,1,0,3,4,0,0,0,0,0,0,Not Accept,0,0
1087,1509,1958,56,5. Elderly,4. PhD,1. Married,84460.0,4. Upper,0,0,2013-01-04,80,152,27,103,106,54,81,523,0,9,9,4,5,0,1,1,1,1,5,Accept,0,1
1088,5577,1983,31,4. Adult,2. Graduation,1. Married,43776.0,2. Lower-Middle,1,0,2014-05-03,77,8,0,9,2,1,3,23,1,1,0,2,6,0,0,0,0,0,0,Not Accept,0,0
1089,7348,1958,56,5. Elderly,4. PhD,2. Single,71691.0,4. Upper,0,0,2014-03-17,0,336,130,411,240,32,43,1192,1,4,7,5,2,0,0,0,0,0,1,Accept,0,1
1090,1127,1973,41,4. Adult,4. PhD,1. Married,85844.0,4. Upper,0,0,2014-05-29,62,938,19,843,25,95,38,1958,1,6,6,7,2,0,0,1,0,0,1,Accept,0,0
1091,1833,1974,40,4. Adult,4. PhD,2. Single,39190.0,2. Lower-Middle,1,0,2014-04-26,91,68,8,18,19,8,12,133,2,2,1,4,5,0,0,0,0,0,0,Not Accept,0,0
1092,4944,1959,55,5. Elderly,2. Graduation,1. Married,71367.0,4. Upper,0,0,2013-08-23,24,227,23,389,42,21,75,777,1,4,5,7,2,0,0,0,0,0,0,Not Accept,0,0
1093,9080,1972,42,4. Adult,4. PhD,2. Single,38578.0,2. Lower-Middle,1,1,2013-06-22,2,38,4,22,3,3,3,73,3,3,0,3,8,0,0,0,0,0,0,Not Accept,0,0
1094,6466,1965,49,5. Elderly,4. PhD,1. Married,57236.0,3. Upper-Middle,1,1,2014-03-12,22,105,0,9,2,1,4,121,3,2,1,4,3,0,0,0,0,0,0,Not Accept,0,0
1095,9964,1979,35,4. Adult,2. Graduation,2. Single,61825.0,3. Upper-Middle,0,1,2013-08-07,56,162,50,100,55,30,27,424,1,4,2,8,4,0,0,0,0,0,0,Not Accept,0,0
1096,4790,1958,56,5. Elderly,2. Graduation,3. Divorced,79803.0,4. Upper,0,1,2014-06-02,54,574,8,216,21,16,33,868,1,4,3,5,1,0,0,0,0,0,0,Not Accept,0,0
1097,10245,1986,28,4. Adult,3. Master,2. Single,80910.0,4. Upper,0,0,2012-10-31,71,160,80,369,67,39,41,756,1,3,3,8,1,0,0,0,0,0,0,Not Accept,0,0
1098,1109,1982,32,4. Adult,3. Master,1. Married,27590.0,1. Lower,1,0,2013-04-23,38,6,0,5,0,0,1,12,1,1,0,2,7,0,0,0,0,0,0,Not Accept,0,0
1099,6001,1979,35,4. Adult,2. Graduation,1. Married,56775.0,3. Upper-Middle,0,1,2013-01-02,62,614,35,160,58,35,35,937,2,5,8,10,5,0,0,0,0,0,0,Not Accept,0,0
1100,5538,1975,39,4. Adult,2. Graduation,3. Divorced,83829.0,4. Upper,0,0,2013-10-08,78,897,161,430,186,161,27,1862,0,4,7,6,1,1,0,1,1,0,4,Accept,0,1
1101,10552,1979,35,4. Adult,3. Master,1. Married,54210.0,3. Upper-Middle,0,1,2013-05-20,18,70,54,109,80,9,45,367,2,4,1,7,5,0,0,0,0,0,0,Not Accept,0,0
1102,1545,1986,28,4. Adult,2. Graduation,1. Married,38508.0,2. Lower-Middle,1,0,2013-08-02,95,120,19,206,25,19,54,443,6,7,2,5,8,0,0,0,0,0,0,Not Accept,0,0
1103,7409,1970,44,4. Adult,2. Graduation,1. Married,53187.0,3. Upper-Middle,1,0,2013-10-26,66,211,2,30,7,7,10,267,2,4,1,6,5,0,0,0,0,0,0,Not Accept,0,0
1104,4444,1972,42,4. Adult,2. Graduation,1. Married,30023.0,1. Lower,1,0,2014-03-24,28,11,0,16,7,6,21,61,1,2,0,3,8,0,0,0,0,0,0,Not Accept,0,0
1105,146,1960,54,5. Elderly,4. PhD,2. Single,76045.0,4. Upper,0,0,2013-11-15,78,760,53,400,17,93,0,1323,1,4,5,11,2,0,0,0,1,0,1,Accept,0,0
1106,6271,1952,62,5. Elderly,4. PhD,1. Married,50870.0,2. Lower-Middle,0,1,2014-06-19,13,53,0,8,0,0,2,63,1,2,0,3,5,0,0,0,0,0,0,Not Accept,0,0
1107,10065,1970,44,4. Adult,3. Master,1. Married,15315.0,1. Lower,0,0,2013-08-03,27,7,4,13,15,8,17,64,2,2,0,4,5,0,0,0,0,0,0,Not Accept,0,0
1108,4741,1974,40,4. Adult,3. Master,1. Married,65463.0,3. Upper-Middle,1,0,2014-01-30,17,391,32,70,21,32,16,562,2,6,2,9,5,0,1,0,0,0,1,Accept,0,0
1109,246,1965,49,5. Elderly,2. Graduation,1. Married,66480.0,3. Upper-Middle,1,1,2014-05-31,71,199,9,57,20,21,6,312,7,4,1,7,4,0,0,0,0,0,0,Not Accept,0,0
1110,375,1954,60,5. Elderly,2. Graduation,3. Divorced,76773.0,4. Upper,0,0,2013-02-25,79,516,56,449,86,33,16,1156,1,2,2,11,1,0,0,0,0,0,0,Not Accept,0,0
1111,1524,1983,31,4. Adult,3. Master,2. Single,81698.0,4. Upper,0,0,2013-03-01,1,709,45,115,30,160,45,1104,1,8,2,5,5,0,0,0,1,0,2,Accept,0,1
1112,10022,1973,41,4. Adult,4. PhD,2. Single,54466.0,3. Upper-Middle,1,1,2014-02-09,78,12,0,4,0,0,0,16,1,1,0,2,5,0,0,0,0,0,0,Not Accept,0,0
1113,7451,1960,54,5. Elderly,3. Master,2. Single,98777.0,4. Upper,0,0,2014-02-17,23,1000,19,711,125,115,38,2008,0,4,6,9,1,0,1,0,0,0,1,Accept,0,0
1114,11010,1984,30,4. Adult,4. PhD,2. Single,16269.0,1. Lower,1,0,2013-08-30,75,19,3,18,3,1,0,44,3,3,0,3,8,0,0,0,0,0,0,Not Accept,0,0
1115,4356,1971,43,4. Adult,2. Graduation,1. Married,71819.0,4. Upper,0,1,2013-08-28,70,1224,28,140,0,14,168,1574,3,3,3,5,6,0,1,1,0,0,2,Accept,0,0
1116,3885,1983,31,4. Adult,4. PhD,1. Married,33569.0,1. Lower,1,0,2013-10-16,10,16,2,18,3,0,24,63,1,1,1,2,8,1,0,0,0,0,2,Accept,0,1
1117,1175,1983,31,4. Adult,3. Master,1. Married,36262.0,2. Lower-Middle,0,0,2013-09-20,24,88,39,54,64,28,153,426,1,3,5,3,6,1,0,0,0,0,2,Accept,0,1
1118,880,1966,48,5. Elderly,1. Basic,1. Married,22634.0,1. Lower,0,0,2013-01-16,47,2,23,11,8,6,46,96,1,2,1,2,8,0,0,0,0,0,0,Not Accept,0,0
1119,2320,1978,36,4. Adult,3. Master,1. Married,47025.0,2. Lower-Middle,0,1,2013-09-12,98,508,11,59,23,5,29,635,5,11,1,6,9,0,0,0,0,0,0,Not Accept,0,0
1120,850,1968,46,5. Elderly,2. Graduation,2. Single,70566.0,4. Upper,0,1,2013-10-06,4,381,28,215,84,28,21,757,2,6,5,9,3,0,0,0,0,0,0,Not Accept,0,0
1121,4713,1979,35,4. Adult,4. PhD,1. Married,31605.0,1. Lower,1,0,2012-11-22,15,74,0,42,2,1,6,125,2,2,1,4,7,0,0,0,0,0,0,Not Accept,0,0
1122,675,1973,41,4. Adult,3. Master,3. Divorced,52034.0,3. Upper-Middle,1,1,2013-05-17,67,146,0,93,7,13,73,332,5,4,2,5,7,0,0,0,0,0,0,Not Accept,0,0
1123,5025,1979,35,4. Adult,2. Graduation,2. Single,48526.0,2. Lower-Middle,1,0,2013-12-24,32,23,17,23,43,20,9,135,1,2,1,4,3,0,0,0,0,0,0,Not Accept,0,0
1124,2308,1954,60,5. Elderly,2. Graduation,1. Married,46734.0,2. Lower-Middle,0,1,2012-11-18,40,110,5,137,26,23,29,330,2,6,1,5,7,0,0,0,0,0,0,Not Accept,0,0
1125,5995,1962,52,5. Elderly,2. Graduation,3. Divorced,39552.0,2. Lower-Middle,1,1,2012-12-18,54,165,3,147,4,24,41,384,7,6,2,5,8,0,0,0,0,0,1,Accept,0,1
1126,6749,1966,48,5. Elderly,2. Graduation,2. Single,86358.0,4. Upper,1,1,2012-08-08,78,957,47,494,82,47,95,1722,4,5,3,6,8,0,0,0,0,0,0,Not Accept,0,0
1127,1010,1977,37,4. Adult,2. Graduation,1. Married,46931.0,2. Lower-Middle,2,1,2014-04-24,94,41,0,17,3,1,16,78,2,1,1,3,3,0,0,0,0,0,0,Not Accept,0,0
1128,8977,1985,29,4. Adult,1. Basic,2. Single,16581.0,1. Lower,0,0,2013-01-12,51,1,3,4,2,3,11,24,1,0,0,3,4,0,0,0,0,0,0,Not Accept,0,0
1129,4756,1952,62,5. Elderly,3. Master,3. Divorced,63998.0,3. Upper-Middle,0,0,2013-12-20,42,176,29,818,0,33,112,1168,1,7,6,11,4,0,0,0,0,0,1,Accept,0,1
1130,3412,1951,63,5. Elderly,3. Master,1. Married,67381.0,3. Upper-Middle,0,1,2013-01-15,67,815,8,53,11,0,70,957,4,2,2,9,7,0,1,0,0,0,1,Accept,0,0
1131,606,1967,47,5. Elderly,2. Graduation,2. Single,25930.0,1. Lower,1,1,2013-10-10,87,6,1,2,2,0,4,15,1,1,0,2,7,0,0,0,0,0,0,Not Accept,0,0
1132,5961,1978,36,4. Adult,2. Graduation,1. Married,42693.0,2. Lower-Middle,1,0,2014-06-07,29,8,4,20,6,3,16,57,1,1,0,3,5,0,0,0,0,0,0,Not Accept,0,0
1133,2975,1976,38,4. Adult,2. Graduation,1. Married,85606.0,4. Upper,0,1,2012-11-12,89,717,42,864,219,30,84,1956,2,6,7,9,3,0,0,0,1,0,1,Accept,0,0
